id,phone_number,receiver,starttimestamp,endtimestamp,call_length,direction
289,818-167-3374,335-702-9515,8/27/2018 22:22,8/27/2018 22:22,0:00:00,missed call
290,306-378-4644,818-167-3374,5/30/2019 23:38,5/30/2019 23:38,0:00:00,missed call
291,614-619-2896,335-702-9515,7/24/2017 15:48,7/24/2017 15:48,0:00:00,missed call
292,598-737-7459,818-167-3374,5/23/2017 23:15,5/23/2017 23:26,0:10:58,incoming
293,598-737-7459,241-168-8259,1/8/2019 23:27,1/8/2019 23:37,0:09:44,incoming
294,335-702-9515,398-674-8292,8/27/2017 20:46,8/27/2017 21:13,0:27:35,outgoing
295,398-674-8292,614-619-2896,4/8/2018 12:44,4/8/2018 13:33,0:49:41,incoming
296,985-935-9702,306-378-4644,5/16/2019 22:46,5/16/2019 23:34,0:48:17,incoming
297,306-378-4644,227-100-2967,11/29/2018 0:38,11/29/2018 1:07,0:28:08,outgoing
298,306-378-4644,237-547-1013,3/1/2017 20:02,3/1/2017 20:02,0:00:00,missed call
299,598-737-7459,241-168-8259,12/29/2018 0:28,12/29/2018 0:58,0:30:14,incoming
300,335-702-9515,237-547-1013,4/18/2018 5:58,4/18/2018 6:27,0:28:32,outgoing
301,335-702-9515,306-378-4644,2/7/2019 14:38,2/7/2019 14:38,0:00:00,missed call
302,237-547-1013,818-167-3374,12/23/2017 23:37,12/24/2017 0:00,0:22:43,outgoing
303,398-674-8292,306-378-4644,11/8/2017 1:54,11/8/2017 2:29,0:34:11,outgoing
304,237-547-1013,335-702-9515,11/9/2017 12:29,11/9/2017 13:17,0:48:25,incoming
305,985-935-9702,335-702-9515,12/7/2018 20:45,12/7/2018 20:48,0:02:56,incoming
306,227-100-2967,398-674-8292,1/23/2019 3:58,1/23/2019 4:57,0:58:42,outgoing
307,614-619-2896,241-168-8259,3/14/2018 13:55,3/14/2018 14:52,0:56:59,outgoing
308,335-702-9515,306-378-4644,3/5/2017 2:57,3/5/2017 2:57,0:00:00,missed call
309,398-674-8292,227-100-2967,1/3/2019 15:06,1/3/2019 15:56,0:50:03,incoming
310,335-702-9515,614-619-2896,2/14/2019 17:11,2/14/2019 17:11,0:00:00,missed call
311,985-935-9702,398-674-8292,5/14/2019 20:32,5/14/2019 20:32,0:00:00,missed call
312,306-378-4644,614-619-2896,1/23/2017 17:56,1/23/2017 18:31,0:35:13,outgoing
313,335-702-9515,241-168-8259,6/1/2018 9:25,6/1/2018 9:25,0:00:00,missed call
314,237-547-1013,241-168-8259,1/22/2018 4:47,1/22/2018 5:34,0:47:01,incoming
315,985-935-9702,614-619-2896,2/7/2018 11:57,2/7/2018 11:59,0:01:22,incoming
316,306-378-4644,335-702-9515,1/18/2018 17:48,1/18/2018 18:07,0:18:41,incoming
317,227-100-2967,985-935-9702,11/25/2017 17:52,11/25/2017 18:30,0:37:28,outgoing
318,614-619-2896,306-378-4644,12/23/2017 16:55,12/23/2017 17:04,0:08:50,outgoing
319,335-702-9515,241-168-8259,2/4/2018 11:05,2/4/2018 11:52,0:47:56,outgoing
320,614-619-2896,985-935-9702,12/9/2017 1:30,12/9/2017 2:09,0:38:46,outgoing
321,241-168-8259,818-167-3374,1/23/2017 19:02,1/23/2017 19:57,0:54:57,outgoing
322,818-167-3374,306-378-4644,1/7/2019 2:55,1/7/2019 3:19,0:24:14,incoming
323,398-674-8292,306-378-4644,2/24/2017 14:44,2/24/2017 14:44,0:00:00,missed call
324,241-168-8259,598-737-7459,1/25/2017 11:30,1/25/2017 11:41,0:11:00,incoming
325,598-737-7459,398-674-8292,1/14/2018 5:53,1/14/2018 5:53,0:00:00,missed call
326,306-378-4644,818-167-3374,10/23/2017 9:50,10/23/2017 10:33,0:43:15,incoming
327,818-167-3374,398-674-8292,2/3/2019 4:06,2/3/2019 4:51,0:44:08,outgoing
328,818-167-3374,598-737-7459,8/1/2018 13:10,8/1/2018 13:58,0:48:15,outgoing
329,985-935-9702,398-674-8292,1/24/2018 23:32,1/25/2018 0:29,0:56:24,incoming
330,598-737-7459,241-168-8259,10/22/2018 8:48,10/22/2018 9:27,0:38:56,incoming
331,598-737-7459,335-702-9515,6/1/2019 1:04,6/1/2019 1:52,0:47:58,incoming
332,985-935-9702,598-737-7459,3/22/2019 14:11,3/22/2019 14:21,0:10:03,outgoing
333,241-168-8259,398-674-8292,11/12/2018 18:27,11/12/2018 19:25,0:58:25,incoming
334,335-702-9515,241-168-8259,11/11/2018 7:15,11/11/2018 7:47,0:31:53,incoming
335,398-674-8292,227-100-2967,5/10/2019 11:43,5/10/2019 12:23,0:40:19,outgoing
336,985-935-9702,227-100-2967,6/10/2017 16:04,6/10/2017 16:17,0:13:07,incoming
337,614-619-2896,985-935-9702,3/30/2017 13:37,3/30/2017 14:17,0:39:55,outgoing
338,598-737-7459,985-935-9702,1/30/2017 1:04,1/30/2017 1:04,0:00:00,missed call
339,818-167-3374,237-547-1013,1/26/2019 0:35,1/26/2019 0:35,0:00:00,missed call
340,335-702-9515,985-935-9702,1/9/2017 15:25,1/9/2017 15:52,0:26:59,incoming
341,237-547-1013,241-168-8259,4/19/2017 23:45,4/20/2017 0:08,0:23:14,incoming
342,237-547-1013,598-737-7459,1/15/2018 20:36,1/15/2018 21:00,0:24:08,incoming
343,241-168-8259,598-737-7459,3/25/2018 16:05,3/25/2018 16:25,0:19:53,outgoing
344,614-619-2896,818-167-3374,4/1/2017 16:58,4/1/2017 17:57,0:59:17,outgoing
345,335-702-9515,598-737-7459,4/15/2017 22:28,4/15/2017 22:28,0:00:00,missed call
346,335-702-9515,398-674-8292,5/24/2019 2:38,5/24/2019 3:33,0:55:04,outgoing
347,398-674-8292,614-619-2896,5/10/2019 5:40,5/10/2019 5:40,0:00:00,missed call
348,227-100-2967,818-167-3374,6/5/2018 17:51,6/5/2018 17:51,0:00:00,missed call
349,241-168-8259,598-737-7459,5/11/2019 23:33,5/12/2019 0:15,0:41:44,incoming
350,398-674-8292,335-702-9515,3/15/2018 3:42,3/15/2018 4:36,0:54:30,outgoing
351,614-619-2896,818-167-3374,4/13/2017 12:41,4/13/2017 12:41,0:00:00,missed call
352,306-378-4644,598-737-7459,4/29/2019 16:00,4/29/2019 16:35,0:34:13,incoming
353,818-167-3374,985-935-9702,9/26/2018 3:21,9/26/2018 3:55,0:34:37,outgoing
354,306-378-4644,237-547-1013,11/16/2018 17:33,11/16/2018 17:58,0:24:57,outgoing
355,306-378-4644,398-674-8292,3/31/2017 18:48,3/31/2017 19:33,0:45:21,incoming
356,241-168-8259,227-100-2967,6/23/2018 3:41,6/23/2018 4:05,0:24:28,outgoing
357,335-702-9515,598-737-7459,2/6/2017 9:37,2/6/2017 10:28,0:50:56,outgoing
358,335-702-9515,306-378-4644,3/27/2017 3:11,3/27/2017 3:42,0:31:16,outgoing
359,614-619-2896,237-547-1013,12/21/2017 14:30,12/21/2017 14:59,0:29:07,incoming
360,614-619-2896,237-547-1013,1/8/2017 10:06,1/8/2017 10:37,0:31:17,outgoing
361,227-100-2967,237-547-1013,5/5/2019 8:08,5/5/2019 8:17,0:09:04,incoming
362,598-737-7459,614-619-2896,2/11/2019 4:17,2/11/2019 4:17,0:00:00,missed call
363,985-935-9702,227-100-2967,8/3/2018 7:52,8/3/2018 8:34,0:42:42,outgoing
364,614-619-2896,818-167-3374,1/8/2018 13:15,1/8/2018 13:30,0:15:51,outgoing
365,306-378-4644,335-702-9515,5/5/2019 13:40,5/5/2019 13:40,0:00:00,missed call
366,818-167-3374,227-100-2967,5/12/2019 21:00,5/12/2019 21:41,0:40:15,outgoing
367,985-935-9702,398-674-8292,7/14/2018 9:23,7/14/2018 10:10,0:46:14,outgoing
368,335-702-9515,614-619-2896,11/9/2018 8:32,11/9/2018 9:28,0:56:40,incoming
369,335-702-9515,306-378-4644,3/27/2019 15:42,3/27/2019 15:50,0:07:14,outgoing
370,598-737-7459,227-100-2967,7/25/2018 5:46,7/25/2018 6:19,0:32:29,outgoing
371,398-674-8292,227-100-2967,12/2/2018 0:05,12/2/2018 0:50,0:45:04,incoming
372,614-619-2896,335-702-9515,1/27/2019 4:01,1/27/2019 4:01,0:00:00,missed call
373,614-619-2896,398-674-8292,9/10/2018 18:34,9/10/2018 18:34,0:00:00,missed call
374,614-619-2896,985-935-9702,9/23/2017 14:23,9/23/2017 14:25,0:02:55,outgoing
375,818-167-3374,237-547-1013,5/22/2018 2:32,5/22/2018 3:07,0:34:26,outgoing
376,598-737-7459,227-100-2967,2/11/2017 1:11,2/11/2017 1:11,0:00:00,missed call
377,227-100-2967,241-168-8259,12/22/2017 2:27,12/22/2017 3:24,0:56:35,outgoing
378,227-100-2967,614-619-2896,6/13/2017 20:15,6/13/2017 20:53,0:37:47,outgoing
379,237-547-1013,985-935-9702,4/12/2019 16:29,4/12/2019 16:34,0:05:07,incoming
380,818-167-3374,241-168-8259,8/6/2017 4:00,8/6/2017 4:09,0:08:33,outgoing
381,335-702-9515,985-935-9702,5/14/2019 9:35,5/14/2019 9:35,0:00:00,missed call
382,227-100-2967,306-378-4644,6/8/2018 5:53,6/8/2018 6:49,0:55:58,outgoing
383,614-619-2896,335-702-9515,3/12/2019 8:35,3/12/2019 8:54,0:19:31,outgoing
384,398-674-8292,241-168-8259,3/28/2018 12:42,3/28/2018 13:19,0:37:44,outgoing
385,598-737-7459,335-702-9515,4/23/2018 19:37,4/23/2018 20:28,0:50:49,incoming
386,237-547-1013,614-619-2896,8/19/2017 18:09,8/19/2017 18:09,0:00:00,missed call
387,818-167-3374,335-702-9515,4/11/2019 13:01,4/11/2019 13:40,0:38:58,outgoing
388,614-619-2896,237-547-1013,1/8/2017 16:16,1/8/2017 16:16,0:00:00,missed call
389,227-100-2967,241-168-8259,3/6/2019 17:11,3/6/2019 17:16,0:04:49,outgoing
390,241-168-8259,306-378-4644,8/11/2018 0:35,8/11/2018 0:35,0:00:00,missed call
391,598-737-7459,237-547-1013,1/21/2017 18:20,1/21/2017 19:14,0:53:39,incoming
392,335-702-9515,227-100-2967,9/5/2018 22:38,9/5/2018 22:38,0:00:00,missed call
393,306-378-4644,241-168-8259,2/1/2018 0:09,2/1/2018 0:09,0:00:00,missed call
394,335-702-9515,227-100-2967,12/25/2018 5:44,12/25/2018 6:26,0:42:16,incoming
395,241-168-8259,818-167-3374,7/16/2018 9:53,7/16/2018 10:20,0:26:20,outgoing
396,306-378-4644,241-168-8259,10/17/2018 23:37,10/18/2018 0:00,0:22:22,outgoing
397,237-547-1013,818-167-3374,6/12/2018 19:48,6/12/2018 19:48,0:00:00,missed call
398,985-935-9702,306-378-4644,7/17/2017 7:01,7/17/2017 7:43,0:42:07,outgoing
399,598-737-7459,227-100-2967,2/9/2019 7:40,2/9/2019 8:11,0:31:00,outgoing
400,241-168-8259,614-619-2896,3/13/2018 22:59,3/13/2018 22:59,0:00:00,missed call
401,227-100-2967,241-168-8259,11/19/2018 15:44,11/19/2018 16:20,0:36:07,incoming
402,818-167-3374,241-168-8259,2/27/2017 6:07,2/27/2017 6:07,0:00:00,missed call
403,227-100-2967,818-167-3374,6/8/2018 6:59,6/8/2018 7:20,0:21:16,incoming
404,306-378-4644,818-167-3374,10/22/2017 9:46,10/22/2017 10:06,0:19:42,incoming
405,241-168-8259,227-100-2967,12/9/2017 5:51,12/9/2017 6:03,0:12:16,incoming
406,398-674-8292,306-378-4644,4/8/2019 12:34,4/8/2019 12:36,0:02:07,outgoing
407,598-737-7459,614-619-2896,5/23/2018 10:03,5/23/2018 10:13,0:10:06,incoming
408,598-737-7459,985-935-9702,1/8/2018 8:32,1/8/2018 8:55,0:23:14,outgoing
409,227-100-2967,614-619-2896,2/8/2019 0:08,2/8/2019 0:08,0:00:00,missed call
410,818-167-3374,614-619-2896,7/25/2017 3:26,7/25/2017 3:47,0:21:21,outgoing
411,398-674-8292,306-378-4644,9/26/2018 5:55,9/26/2018 6:28,0:32:32,incoming
412,227-100-2967,335-702-9515,4/20/2017 11:16,4/20/2017 12:16,0:59:25,incoming
413,306-378-4644,241-168-8259,8/21/2017 10:53,8/21/2017 10:53,0:00:00,missed call
414,398-674-8292,241-168-8259,10/21/2017 3:25,10/21/2017 3:25,0:00:00,missed call
415,598-737-7459,306-378-4644,8/19/2017 7:10,8/19/2017 7:14,0:04:42,outgoing
416,241-168-8259,398-674-8292,4/14/2017 20:50,4/14/2017 21:10,0:19:18,incoming
417,241-168-8259,818-167-3374,12/3/2018 23:59,12/4/2018 0:16,0:16:28,outgoing
418,985-935-9702,237-547-1013,5/17/2017 9:01,5/17/2017 9:21,0:20:11,outgoing
419,227-100-2967,614-619-2896,4/18/2017 18:23,4/18/2017 18:49,0:26:11,outgoing
420,227-100-2967,985-935-9702,3/31/2018 2:19,3/31/2018 2:58,0:39:07,outgoing
421,227-100-2967,241-168-8259,12/2/2018 5:29,12/2/2018 5:29,0:00:00,missed call
422,398-674-8292,818-167-3374,11/9/2018 14:01,11/9/2018 14:36,0:35:36,incoming
423,398-674-8292,985-935-9702,4/10/2017 8:38,4/10/2017 8:38,0:00:00,missed call
424,237-547-1013,818-167-3374,6/18/2018 4:51,6/18/2018 5:23,0:31:59,incoming
425,985-935-9702,227-100-2967,2/23/2018 15:57,2/23/2018 15:57,0:00:00,missed call
426,818-167-3374,227-100-2967,4/13/2019 7:34,4/13/2019 8:26,0:51:59,outgoing
427,237-547-1013,398-674-8292,8/19/2018 12:08,8/19/2018 12:53,0:44:55,outgoing
428,614-619-2896,227-100-2967,2/14/2018 2:54,2/14/2018 3:10,0:16:27,outgoing
429,614-619-2896,598-737-7459,1/26/2019 2:58,1/26/2019 3:54,0:56:17,outgoing
430,398-674-8292,227-100-2967,12/18/2017 9:03,12/18/2017 9:03,0:00:00,missed call
431,398-674-8292,237-547-1013,12/29/2018 14:20,12/29/2018 14:59,0:39:08,incoming
432,241-168-8259,335-702-9515,10/31/2017 20:56,10/31/2017 21:29,0:32:35,outgoing
433,241-168-8259,335-702-9515,7/14/2018 19:21,7/14/2018 20:06,0:45:10,incoming
434,241-168-8259,818-167-3374,12/27/2018 0:30,12/27/2018 0:30,0:00:00,missed call
435,237-547-1013,227-100-2967,12/15/2018 11:25,12/15/2018 12:14,0:49:40,outgoing
436,227-100-2967,614-619-2896,4/9/2019 0:23,4/9/2019 0:30,0:07:16,incoming
437,598-737-7459,237-547-1013,10/20/2018 5:43,10/20/2018 6:12,0:29:32,incoming
438,335-702-9515,614-619-2896,5/13/2017 4:43,5/13/2017 5:41,0:58:45,incoming
439,985-935-9702,598-737-7459,8/5/2018 11:08,8/5/2018 12:06,0:57:51,outgoing
440,335-702-9515,985-935-9702,7/9/2017 17:23,7/9/2017 17:45,0:21:34,incoming
441,985-935-9702,335-702-9515,1/19/2019 22:56,1/19/2019 23:01,0:04:25,outgoing
442,818-167-3374,237-547-1013,3/1/2017 4:01,3/1/2017 4:15,0:14:27,outgoing
443,614-619-2896,306-378-4644,10/4/2017 10:25,10/4/2017 10:29,0:03:35,incoming
444,335-702-9515,614-619-2896,2/3/2019 8:48,2/3/2019 9:21,0:33:02,outgoing
445,335-702-9515,237-547-1013,8/29/2018 20:51,8/29/2018 20:51,0:00:00,missed call
446,237-547-1013,227-100-2967,10/1/2017 13:36,10/1/2017 14:08,0:32:26,incoming
447,335-702-9515,398-674-8292,9/30/2017 5:06,9/30/2017 5:06,0:00:00,missed call
448,227-100-2967,398-674-8292,9/6/2017 13:06,9/6/2017 13:06,0:00:00,missed call
449,241-168-8259,398-674-8292,3/18/2019 17:11,3/18/2019 17:11,0:00:00,missed call
450,335-702-9515,818-167-3374,2/7/2019 16:35,2/7/2019 17:11,0:36:16,incoming
451,335-702-9515,241-168-8259,5/5/2019 21:13,5/5/2019 21:47,0:33:18,incoming
452,335-702-9515,598-737-7459,1/28/2018 0:39,1/28/2018 0:45,0:06:20,outgoing
453,985-935-9702,398-674-8292,11/14/2017 4:43,11/14/2017 5:01,0:18:00,outgoing
454,241-168-8259,237-547-1013,5/16/2017 16:01,5/16/2017 16:31,0:29:40,outgoing
455,818-167-3374,614-619-2896,3/1/2018 14:26,3/1/2018 14:26,0:00:00,missed call
456,335-702-9515,614-619-2896,3/25/2019 9:30,3/25/2019 9:30,0:00:00,missed call
457,985-935-9702,818-167-3374,7/12/2017 23:44,7/13/2017 0:25,0:40:47,outgoing
458,398-674-8292,818-167-3374,8/17/2018 20:35,8/17/2018 21:14,0:38:42,outgoing
459,818-167-3374,335-702-9515,1/25/2019 7:42,1/25/2019 7:42,0:00:00,missed call
460,598-737-7459,614-619-2896,2/14/2017 20:44,2/14/2017 21:29,0:44:33,incoming
461,335-702-9515,598-737-7459,7/2/2017 16:08,7/2/2017 16:09,0:01:44,incoming
462,237-547-1013,335-702-9515,6/15/2017 3:08,6/15/2017 3:08,0:00:00,missed call
463,598-737-7459,241-168-8259,1/4/2019 17:23,1/4/2019 17:24,0:00:36,outgoing
464,985-935-9702,598-737-7459,11/15/2018 23:43,11/16/2018 0:18,0:34:37,outgoing
465,237-547-1013,335-702-9515,9/3/2018 23:36,9/3/2018 23:48,0:12:05,incoming
466,614-619-2896,306-378-4644,10/26/2018 16:07,10/26/2018 16:07,0:00:00,missed call
467,237-547-1013,241-168-8259,3/7/2017 3:10,3/7/2017 3:10,0:00:00,missed call
468,227-100-2967,818-167-3374,8/13/2018 20:01,8/13/2018 21:00,0:58:49,incoming
469,598-737-7459,818-167-3374,7/30/2017 0:09,7/30/2017 0:09,0:00:00,missed call
470,306-378-4644,335-702-9515,4/22/2018 17:36,4/22/2018 18:12,0:36:02,incoming
471,241-168-8259,598-737-7459,3/11/2019 19:16,3/11/2019 19:16,0:00:00,missed call
472,614-619-2896,398-674-8292,7/13/2018 17:53,7/13/2018 18:08,0:14:40,incoming
473,237-547-1013,306-378-4644,11/16/2018 2:47,11/16/2018 3:10,0:23:28,outgoing
474,306-378-4644,614-619-2896,2/10/2019 5:12,2/10/2019 6:03,0:51:25,outgoing
475,335-702-9515,985-935-9702,10/10/2018 23:07,10/10/2018 23:55,0:47:17,incoming
476,306-378-4644,398-674-8292,1/28/2019 8:48,1/28/2019 8:48,0:00:00,missed call
477,598-737-7459,306-378-4644,7/17/2017 10:38,7/17/2017 11:17,0:39:24,outgoing
478,306-378-4644,227-100-2967,5/5/2019 0:24,5/5/2019 0:24,0:00:00,missed call
479,241-168-8259,398-674-8292,1/6/2019 5:47,1/6/2019 5:47,0:00:00,missed call
480,818-167-3374,398-674-8292,1/3/2018 19:03,1/3/2018 19:03,0:00:00,missed call
481,237-547-1013,818-167-3374,6/19/2017 19:50,6/19/2017 19:53,0:02:47,outgoing
482,227-100-2967,985-935-9702,5/7/2019 11:45,5/7/2019 11:45,0:00:00,missed call
483,985-935-9702,227-100-2967,1/16/2018 21:04,1/16/2018 21:25,0:21:37,incoming
484,985-935-9702,398-674-8292,9/23/2017 0:31,9/23/2017 0:49,0:17:14,incoming
485,985-935-9702,237-547-1013,2/23/2018 22:29,2/23/2018 22:29,0:00:00,missed call
486,227-100-2967,241-168-8259,9/10/2017 9:17,9/10/2017 9:45,0:28:29,outgoing
487,237-547-1013,241-168-8259,7/18/2017 3:32,7/18/2017 3:58,0:25:25,incoming
488,818-167-3374,237-547-1013,3/3/2019 17:28,3/3/2019 17:28,0:00:00,missed call
489,335-702-9515,237-547-1013,10/12/2017 8:48,10/12/2017 9:10,0:22:07,outgoing
490,398-674-8292,306-378-4644,1/15/2019 0:22,1/15/2019 1:21,0:58:58,outgoing
491,398-674-8292,614-619-2896,4/16/2018 8:52,4/16/2018 8:52,0:00:00,missed call
492,818-167-3374,306-378-4644,5/19/2017 14:52,5/19/2017 15:52,0:59:03,incoming
493,598-737-7459,237-547-1013,9/27/2018 5:05,9/27/2018 5:05,0:00:00,missed call
494,237-547-1013,241-168-8259,4/14/2017 22:14,4/14/2017 22:28,0:14:30,outgoing
495,241-168-8259,398-674-8292,11/13/2018 12:01,11/13/2018 12:47,0:45:21,incoming
496,614-619-2896,335-702-9515,1/30/2019 19:24,1/30/2019 19:24,0:00:00,missed call
497,818-167-3374,306-378-4644,1/17/2019 12:27,1/17/2019 12:27,0:00:00,missed call
498,598-737-7459,227-100-2967,11/2/2018 6:52,11/2/2018 7:08,0:16:18,outgoing
499,398-674-8292,306-378-4644,8/16/2017 13:41,8/16/2017 13:41,0:00:00,missed call
500,398-674-8292,227-100-2967,1/2/2017 9:36,1/2/2017 10:17,0:41:17,incoming
501,398-674-8292,306-378-4644,3/27/2017 4:08,3/27/2017 4:56,0:47:35,outgoing
502,818-167-3374,985-935-9702,2/3/2019 14:01,2/3/2019 14:24,0:23:16,outgoing
503,227-100-2967,335-702-9515,4/9/2018 9:48,4/9/2018 9:48,0:00:00,missed call
504,818-167-3374,227-100-2967,6/27/2018 0:16,6/27/2018 0:52,0:35:42,incoming
505,614-619-2896,227-100-2967,8/16/2018 23:30,8/16/2018 23:44,0:14:15,incoming
506,985-935-9702,227-100-2967,3/18/2019 11:57,3/18/2019 11:57,0:00:00,missed call
507,985-935-9702,818-167-3374,5/15/2017 16:37,5/15/2017 16:45,0:07:43,incoming
508,306-378-4644,237-547-1013,2/25/2019 10:25,2/25/2019 10:25,0:00:00,missed call
509,985-935-9702,227-100-2967,2/14/2018 3:37,2/14/2018 3:37,0:00:00,missed call
510,398-674-8292,237-547-1013,11/24/2018 19:05,11/24/2018 19:51,0:46:34,incoming
511,614-619-2896,598-737-7459,10/9/2017 13:28,10/9/2017 14:08,0:40:05,incoming
512,241-168-8259,237-547-1013,11/21/2017 17:21,11/21/2017 17:26,0:04:57,outgoing
513,237-547-1013,335-702-9515,7/23/2017 23:08,7/23/2017 23:08,0:00:00,missed call
514,598-737-7459,818-167-3374,4/8/2019 23:02,4/8/2019 23:48,0:45:57,outgoing
515,985-935-9702,818-167-3374,5/12/2019 9:02,5/12/2019 9:12,0:10:09,outgoing
516,818-167-3374,241-168-8259,3/10/2018 0:03,3/10/2018 0:03,0:00:00,missed call
517,227-100-2967,985-935-9702,2/25/2018 14:50,2/25/2018 15:47,0:57:33,outgoing
518,598-737-7459,398-674-8292,7/19/2017 10:44,7/19/2017 11:26,0:42:45,outgoing
519,614-619-2896,241-168-8259,10/4/2018 0:21,10/4/2018 0:21,0:00:00,missed call
520,614-619-2896,335-702-9515,6/18/2018 14:34,6/18/2018 15:22,0:47:11,outgoing
521,241-168-8259,614-619-2896,1/14/2018 18:21,1/14/2018 19:01,0:39:45,incoming
522,241-168-8259,614-619-2896,6/21/2018 22:40,6/21/2018 23:11,0:30:35,outgoing
523,335-702-9515,237-547-1013,2/1/2017 1:25,2/1/2017 2:22,0:57:03,incoming
524,227-100-2967,985-935-9702,12/21/2018 19:08,12/21/2018 19:45,0:37:44,incoming
525,227-100-2967,306-378-4644,12/7/2017 22:40,12/7/2017 22:40,0:00:00,missed call
526,614-619-2896,306-378-4644,4/14/2017 15:08,4/14/2017 16:03,0:55:20,outgoing
527,614-619-2896,227-100-2967,1/24/2018 7:55,1/24/2018 7:55,0:00:00,missed call
528,398-674-8292,598-737-7459,12/27/2017 6:22,12/27/2017 6:22,0:00:00,missed call
529,306-378-4644,614-619-2896,9/9/2018 9:47,9/9/2018 9:47,0:00:00,missed call
530,335-702-9515,227-100-2967,4/25/2018 8:42,4/25/2018 8:42,0:00:00,missed call
531,227-100-2967,237-547-1013,7/7/2018 21:12,7/7/2018 21:38,0:26:02,outgoing
532,614-619-2896,227-100-2967,5/18/2019 1:30,5/18/2019 1:30,0:00:00,missed call
533,598-737-7459,614-619-2896,1/6/2019 5:05,1/6/2019 5:05,0:00:00,missed call
534,306-378-4644,598-737-7459,7/14/2018 21:32,7/14/2018 21:32,0:00:00,missed call
535,398-674-8292,598-737-7459,1/1/2019 6:15,1/1/2019 6:56,0:41:27,incoming
536,614-619-2896,306-378-4644,4/19/2017 20:25,4/19/2017 20:58,0:32:47,outgoing
537,598-737-7459,398-674-8292,1/24/2017 7:11,1/24/2017 7:11,0:00:00,missed call
538,241-168-8259,614-619-2896,2/16/2019 16:46,2/16/2019 17:27,0:41:42,incoming
539,614-619-2896,241-168-8259,1/16/2019 7:42,1/16/2019 7:42,0:00:00,missed call
540,241-168-8259,598-737-7459,4/6/2017 22:17,4/6/2017 22:17,0:00:00,missed call
541,985-935-9702,598-737-7459,11/23/2018 4:58,11/23/2018 5:57,0:59:18,outgoing
542,398-674-8292,237-547-1013,4/15/2018 3:15,4/15/2018 3:56,0:40:59,incoming
543,818-167-3374,335-702-9515,2/17/2017 20:18,2/17/2017 20:18,0:00:00,missed call
544,241-168-8259,227-100-2967,2/22/2018 8:45,2/22/2018 9:01,0:15:33,outgoing
545,335-702-9515,237-547-1013,4/11/2019 17:30,4/11/2019 17:30,0:00:00,missed call
546,241-168-8259,227-100-2967,7/11/2018 17:05,7/11/2018 17:45,0:39:40,outgoing
547,614-619-2896,227-100-2967,11/1/2017 8:23,11/1/2017 8:27,0:03:51,incoming
548,985-935-9702,335-702-9515,3/25/2019 5:35,3/25/2019 6:21,0:45:55,outgoing
549,227-100-2967,335-702-9515,7/15/2017 0:27,7/15/2017 1:07,0:39:30,incoming
550,598-737-7459,985-935-9702,8/2/2018 18:34,8/2/2018 18:34,0:00:00,missed call
551,241-168-8259,985-935-9702,10/30/2018 18:57,10/30/2018 19:05,0:07:42,incoming
552,398-674-8292,985-935-9702,5/24/2019 16:50,5/24/2019 17:24,0:34:13,incoming
553,985-935-9702,398-674-8292,2/28/2019 14:09,2/28/2019 14:23,0:14:35,outgoing
554,398-674-8292,985-935-9702,8/20/2017 0:52,8/20/2017 1:22,0:30:43,outgoing
555,614-619-2896,985-935-9702,1/6/2017 21:37,1/6/2017 21:48,0:10:53,outgoing
556,598-737-7459,237-547-1013,5/16/2018 0:37,5/16/2018 1:13,0:35:40,incoming
557,598-737-7459,237-547-1013,4/25/2019 18:46,4/25/2019 18:53,0:06:09,incoming
558,398-674-8292,614-619-2896,7/10/2018 2:07,7/10/2018 2:09,0:01:24,outgoing
559,335-702-9515,241-168-8259,2/21/2017 21:07,2/21/2017 21:39,0:32:13,incoming
560,241-168-8259,335-702-9515,5/4/2017 20:05,5/4/2017 20:50,0:44:26,outgoing
561,306-378-4644,985-935-9702,3/31/2018 19:20,3/31/2018 19:25,0:05:28,outgoing
562,237-547-1013,598-737-7459,10/28/2018 0:54,10/28/2018 1:17,0:22:21,incoming
563,398-674-8292,818-167-3374,8/16/2018 19:30,8/16/2018 20:27,0:57:02,incoming
564,614-619-2896,306-378-4644,12/7/2017 3:43,12/7/2017 4:20,0:37:48,outgoing
565,818-167-3374,227-100-2967,5/14/2019 6:32,5/14/2019 6:32,0:00:00,missed call
